"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"20955",1,1,0,9,1,9,1935,2277,43,36941.6484375,4528,2,1,62491.6484375,23,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"20975",0,0,1,15,6,12,1931,1974,46,68985,2551,1,0,88293.5,23,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"21015",0,NA,NA,12,8,9,1952,0,25,0,3354,1,NA,70810,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"21023",0,0,1,17,10,9,1949,1440,28,43821.8984375,3813,0,1,94921.8984375,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,61969.69921875,NA,NA,0,0,4,2,NA,NA,NA,NA,NA,1
"21033",0,NA,NA,10,6,7,1935,0,43,0,3621,2,NA,85592.5,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"21059",1,0,1,16,5,12,1947,1862,30,67160,4902,0,0,74460,10,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,71,0,1,1,0
"21075",0,0,1,12,9,13,1950,520,27,8760,1134,1,1,101835,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,51100,0,NA,0,1,37,NA,NA,NA,NA,NA,1
"21077",1,0,1,8,3,8,1924,2144,55,47450,1144,0,1,57852.5,35,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,33,0,1,1,0
"21084",1,0,1,15,2,13,1919,0,59,0,2508,0,1,33945,37,2,0,0,15330,15330,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,NA,0,0,1,0
"21097",0,0,1,12,8,11,1943,2365,34,8395,5709,4,1,95721.25,14,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"21175",0,0,1,17,10,13,1942,2160,37,69350,5508,0,0,69569,15,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,86,0,1,1,0
"21198",1,0,1,6,NA,9,NA,3066,33,16545.44921875,1534,1,1,45990,14,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"21206",1,0,1,10,6,7,1946,2076,31,41975,3280,2,1,50380.94921875,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"21220",1,0,1,14,10,10,1949,1975,28,58400,2554,0,1,80300,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,57,0,1,1,0
"21228",0,0,1,13,3,9,1949,2600,29,69350,252,0,NA,116800,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,12,66576,0,0,0,0,2,21,NA,NA,NA,NA,NA,1
"21259",0,0,1,12,7,11,1920,495,57,5475,106,0,1,47231,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"21275",1,0,1,12,10,7,1948,2402,29,77380,4596,1,1,78110,9,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,51,0,1,1,0
"21280",0,0,1,17,3,10,1952,1260,26,33945,3264,0,1,80665,6,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"21288",1,0,0,17,6,13,1932,1940,45,109500,1763,2,1,110412.5,25,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"21323",0,0,1,12,3,12,1921,0,57,0,5024,0,1,43252.5,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,51,NA,NA,NA,NA,NA,1
"21356",1,0,1,17,7,10,1929,2359,49,65700,4328,0,0,65700,29,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"21374",1,0,1,12,1,10,1948,1936,30,47450,3610,2,1,47450,10,0.699999988079071,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,1,37,NA,30,0,1,1,0
"21385",0,0,1,14,2,11,1944,0,34,0,2361,2,1,109500,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21403",1,0,1,12,4,10,1930,2240,48,40150,5291,1,1,73073,28,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,61,0,1,1,0
"21425",0,0,1,10,11,8,1918,0,59,0,4720,0,1,39785,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"21449",1,0,1,14,5,12,1938,2352,40,109500,5034,1,1,109500,20,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"21473",0,0,1,12,10,11,1941,531,36,4380,4673,2,0,32558,7,0.5,0,0,25623,25623,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"21475",1,0,1,12,NA,5,NA,2448,27,47450,4284,1,1,87600,9,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"21498",1,1,0,14,NA,10,NA,3750,28,86140,971,1,1,119720,8,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,42,0,1,1,0
"21517",1,0,1,12,NA,12,NA,80,44,NA,346,1,NA,27740,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,0,0
"21524",0,0,1,12,4,9,1922,0,59,0,3460,0,1,36500,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21534",0,0,1,12,6,10,1930,1944,48,48037.6484375,5064,0,0,59487.69921875,27,0.300000011920929,0,0,0,0,0,0,4927.5,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"21579",1,0,1,8,4,11,1927,1680,51,72562,4866,0,1,74401.6015625,31,0.400000005960464,0,1620.59997558594,1620.59997558594,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,31,0,1,1,0
"21583",1,0,1,17,4,13,1946,2530,31,91615,869,2,1,95630,10,0.600000023841858,0,0,0,0,0,0,0,0,14,NA,NA,0,0,NA,0,2,21,NA,32,0,1,1,0
"21606",0,0,1,12,12,10,1929,0,48,0,882,0,1,113880,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"21613",1,0,1,12,4,9,1936,2550,41,64240,5263,4,1,94900,19,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,81,0,1,1,0
"21637",1,0,1,16,7,11,1951,2206,26,63875,1672,1,1,64605,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"21665",1,0,1,12,1,10,1949,2036,29,10559.4501953125,1648,0,0,13687.5,7,0.100000001490116,0,0,0,0,0,0,0,0,16,12,34948.75,5931.25,0,0,0,2,14,4,51,0,1,1,0
"21691",0,0,1,17,1,10,1940,0,38,0,3538,3,1,92345,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"21702",1,0,1,12,NA,11,NA,1984,29,60225,2019,0,1,91359.5,9,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"21735",1,0,0,12,5,9,1943,2295,34,49275,3753,2,1,49293.25,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,55,0,1,1,0
"21766",0,NA,NA,12,NA,9,NA,1080,36,18250,2213,2,NA,120085,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"21804",0,1,0,5,4,5,1927,0,50,0,1576,0,1,47377,17,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"21808",0,0,1,12,2,11,1934,0,44,0,3862,1,0,16162.2001953125,12,0.5,0,0,17914.19921875,0,0,480,0,4428,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"21816",0,0,1,12,4,10,1948,1862,30,23725,5054,1,NA,106945,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21854",1,0,1,12,8,10,1935,520,42,15330,532,0,1,34718.80078125,22,0.5,0,5518.7998046875,5518.7998046875,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,0,0,1,0
"21860",0,0,1,17,8,11,1948,1722,29,49275,4426,0,1,100740,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,16,12,0,2190,0,0,0,1,20,NA,NA,NA,NA,NA,1
"21862",0,0,1,12,12,10,1917,1290,60,27010,1450,0,1,102930,25,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"21889",1,0,1,4,NA,9,NA,2829,38,25571.900390625,1910,3,1,50683.8984375,25,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"21890",0,1,0,15,11,10,1949,252,28,3650,893,2,0,18436.150390625,3,0.600000023841858,0,9887.849609375,15340.9501953125,0,0,152,0,1342,NA,NA,NA,NA,NA,NA,0,2,21,3,NA,1,0,1,0
"21892",0,0,1,12,1,11,1921,0,57,0,708,0,NA,70912.203125,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"21898",1,0,1,14,3,10,1938,2370,40,81212.5,4522,5,1,118625,15,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"21899",1,0,1,12,NA,8,NA,2476,53,78475,4286,1,1,92710,32,0.400000005960464,0,1095,1095,0,0,0,4380,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,51,0,1,1,0
"21945",1,0,1,10,6,5,1948,1125,29,18250,5683,0,0,20180.849609375,11,1,0,0,1930.84997558594,0,1930.84997558594,0,0,0,6,8,0,1314,0,0,0,1,37,NA,81,0,1,1,0
"22009",1,0,1,15,6,10,1947,1960,30,39814.19921875,4689,0,1,79164.8515625,10,0.400000005960464,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,4,NA,91,0,1,1,0
"22059",0,0,1,16,12,12,1940,1936,38,83950,3249,2,1,177244,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22072",0,0,1,14,1,9,1947,1248,31,25550,5033,1,1,91250,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10950,NA,NA,0,0,5,50,NA,NA,NA,NA,NA,1
"22079",1,0,1,14,10,11,1926,2448,51,310250,1045,2,1,364996.34375,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,44,0,1,1,0
"22120",0,0,1,12,6,6,1943,0,35,0,6019,3,1,54750,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"22153",1,0,1,17,11,10,1924,2250,54,109500,1973,0,1,118625,28,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,88,0,1,1,0
"22179",0,0,1,12,2,9,1934,2200,44,27010,5329,1,1,70291.703125,24,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"22247",1,0,1,9,9,10,1944,1960,33,28470,2094,2,1,41172,13,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,51,0,1,1,0
"22260",1,0,1,10,9,10,1918,1970,59,71540,2799,0,1,84953.75,40,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"22267",1,0,1,14,6,8,1950,2360,27,25550,3480,0,1,51100,7,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,43,NA,62,0,1,1,0
"22270",1,0,1,8,12,11,1930,3920,47,62050,1761,0,0,63875,27,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"22271",1,0,1,10,NA,12,NA,NA,56,NA,2551,1,NA,88293.5,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,0,NA
"22281",1,0,1,6,NA,7,NA,NA,52,NA,3611,0,NA,23093.55078125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,0,0
"22290",1,0,1,16,3,8,1924,2145,52,73000,387,0,0,90520,34,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,31,NA,85,0,1,1,0
"22312",0,0,1,12,NA,13,NA,2000,46,NA,3128,0,NA,56356,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"22321",1,0,1,16,2,NA,1948,2503,30,52925,1398,2,1,74825,10,0.800000011920929,0,0,0,0,0,0,0,0,7,8,42705,16425,0,0,0,3,45,NA,61,0,1,1,0
"22343",1,0,1,12,1,8,1953,2104,25,32850,1832,3,1,35405,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,61,0,1,1,0
"22347",0,0,1,12,5,10,1928,0,49,0,1629,1,1,71503.5,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"22374",1,0,1,17,6,10,1949,2178,28,47450,5882,1,1,61320,8,0.600000023841858,0,1095,1095,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,87,0,1,1,0
"22407",0,0,1,12,12,8,1921,1360,56,14965,2720,0,1,101309.3984375,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22415",0,0,1,8,7,5,1945,432,32,7300,2526,4,1,55757.3984375,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"22431",1,0,1,17,4,12,1951,650,26,NA,1099,0,0,159359,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,16,16,91250,0,0,0,0,4,4,NA,NA,NA,NA,NA,0
"22462",0,0,1,14,1,9,1921,0,59,0,3802,0,1,51100,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22479",0,0,1,10,8,11,1923,0,55,0,1307,0,1,42340,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22481",0,0,1,12,6,11,1920,859,57,8760,1659,2,1,167900,20,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"22483",0,NA,NA,NA,NA,11,NA,500,32,NA,4456,0,NA,64659.75,NA,0.100000001490116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"22489",0,0,1,17,1,13,1945,130,33,2920,4536,0,1,105850,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"22492",0,1,0,12,2,7,1932,2058,46,31025,5735,2,0,45479,20,0.600000023841858,0,0,11388,11388,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"22544",1,1,0,15,6,9,1939,2100,38,71700.6015625,675,2,1,72740.8515625,15,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"22567",0,0,1,17,5,10,1929,NA,48,NA,3006,0,0,21290.44921875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"22574",1,0,1,8,8,7,1927,1280,50,47085,283,0,1,90764.546875,30,0.5,4905.60009765625,0,4905.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,33,0,1,1,0
"22591",0,0,1,12,2,11,1923,2000,54,38325,1979,0,1,94717.5,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"22594",1,0,1,16,1,12,1949,200,29,2266.64990234375,3519,1,1,13957.599609375,3,1,0,0,237.25,0,0,65,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"22597",1,0,1,12,6,9,1950,1446,27,56096.8515625,123,2,1,83300.296875,8,0.800000011920929,0,1460,1460,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"22615",0,0,1,12,4,8,1944,0,34,0,4768,2,NA,32850,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22620",1,0,1,14,1,7,1938,2176,40,54750,1422,2,1,86870,20,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,31,0,1,1,0
"22631",0,0,1,12,3,12,1945,0,33,0,4981,3,1,69350,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"22633",0,0,1,12,5,10,1948,1715,30,14600,5122,2,1,82490,6,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"22701",0,0,1,14,7,9,1951,1032,26,25743.44921875,123,2,1,83300.296875,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,89129.3515625,37091.30078125,0,0,0,2,34,NA,NA,NA,NA,NA,1
"22705",1,0,1,17,4,13,1948,2223,29,50224,1516,2,1,57129.80078125,10,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"22728",1,0,1,5,4,6,1928,2508,49,25550,61,0,1,40880,30,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"22740",0,0,1,12,10,12,1950,1600,27,14600,5093,1,1,113880,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,13,12,70441.3515625,33142,0,0,0,4,36,NA,NA,NA,NA,NA,1
"22753",1,0,0,13,9,9,1939,3161,38,98185,3185,2,1,107857.5,14,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,31,0,1,1,0
"22759",0,1,0,12,6,8,1942,1880,35,43800,1138,3,0,53217,10,0.699999988079071,0,0,0,0,0,0,7592,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"22767",0,0,1,7,8,9,1937,1733,41,36500,5550,1,1,187975,19,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22773",1,0,1,2,7,11,1943,1944,34,50735,2130,2,1,61739.75,14,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"22795",1,0,1,12,3,11,1937,3000,40,53490.75,1680,2,1,114423.8515625,20,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"22797",0,0,1,12,4,11,1935,0,42,0,1448,3,1,106215,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"22806",1,0,1,14,6,10,1937,3486,40,60225,5560,0,1,64568.5,20,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,61,0,1,1,0
"22829",1,0,1,17,2,7,1942,3536,36,71175,2631,0,1,113150,16,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,33,0,1,1,0
"22840",0,0,0,16,2,10,1935,980,43,16790,2831,2,1,127604,19,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"22848",1,1,0,5,NA,7,NA,NA,58,NA,1406,0,NA,37868.75,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,0
"22920",0,0,1,12,4,13,1941,1880,36,26645,3128,0,0,56356,15,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,12,NA,71,0,1,1,0
"22938",0,0,1,17,6,10,1952,0,25,0,52,2,NA,73000,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,3,9,NA,NA,NA,NA,NA,1
"22946",0,NA,NA,11,NA,10,NA,1952,40,14600,407,3,NA,106397.5,10,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"22977",0,0,1,16,12,10,1932,120,46,2007.5,5573,1,1,60407.5,15,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"23048",1,0,1,17,2,10,1939,2700,39,73000,5113,2,1,76650,19,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"23054",0,0,1,10,9,9,1932,0,45,0,3104,1,1,69350,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"23063",1,0,1,12,9,9,1951,2346,26,60225,1124,2,1,61356.5,6,0.600000023841858,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,46,NA,11,0,1,1,0
"23081",0,1,0,10,2,5,1952,0,26,0,104,3,1,87461.296875,4,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"23086",1,0,1,15,4,11,1949,5222,29,80300,4285,2,1,97455,8,NA,0,0,0,0,0,0,8760,0,16,NA,NA,84304.046875,0,NA,0,4,46,NA,55,0,1,1,0
"23094",0,0,1,11,2,9,1926,1250,52,8760,1506,1,NA,101178,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"23141",1,0,1,16,11,10,1941,2506,35,93556.796875,1526,2,1,101367.796875,16,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"23197",1,0,1,16,1,10,1949,2750,29,131308.75,4856,2,1,164158.75,9,0.600000023841858,0,0,0,0,0,0,0,0,12,8,49275,40150,0,0,0,6,NA,NA,88,0,1,1,0
"23208",1,0,1,17,3,12,1949,3465,28,65700,1593,0,1,70445,9,0.300000011920929,0,0,0,0,0,0,0,0,15,16,83585,6935,0,0,0,2,12,NA,11,0,1,1,0
"23233",0,0,1,12,10,10,1951,480,26,10950,4856,2,NA,164158.75,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,1
"23267",1,0,1,8,3,9,1940,2126,38,29200,5557,2,1,57542.25,15,0.699999988079071,0,2135.25,2135.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,11,0,1,1,0
"23334",1,0,1,16,8,10,1944,2070,33,85902.75,1759,1,1,167535,13,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"23352",1,0,1,12,6,7,1942,1972,35,58400,1569,2,1,97090,15,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,44,0,1,1,0
"23427",1,0,1,12,5,11,1934,2565,44,94900,4789,1,1,131400,24,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,4,32,0,1,1,0
"23433",1,1,0,8,NA,9,NA,NA,35,NA,2231,0,NA,10639.75,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,9836.75,0,0,0,3,16,NA,NA,NA,NA,NA,0
"23442",1,0,1,12,NA,6,NA,2040,35,NA,2155,3,NA,50735,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"23448",1,0,1,12,3,11,1931,1934,47,54020,4325,1,1,78840,27,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"23479",0,0,1,12,11,11,1950,0,28,0,1358,3,1,58509.5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,3,10,NA,NA,NA,NA,NA,1
"23487",0,0,1,17,1,13,1941,1206,37,51100,4015,3,1,164797.5,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"23489",0,0,1,14,NA,9,NA,828,33,14600,5288,2,NA,74825,13,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
