"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"19769",1,0,1,16,8,8,1932,2450,43,32290.5,2925,2,1,91721.7421875,24,2,0.699999988079071,1153.68005371094,1153.68005371094,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,51,0,1,1,0
"19785",0,0,1,16,12,12,1944,1260,31,64330.19921875,584,2,0,117608.4765625,13,1,0.5,0,0,0,0,0,6270,0,NA,NA,NA,NA,NA,NA,0,1,31,88,0,1,1,0
"19802",0,NA,NA,NA,NA,10,NA,835,25,NA,330,0,NA,64873.6015625,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0
"19821",1,0,1,17,8,8,1950,600,26,6688,3227,0,1,42017.359375,5,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,1,0,1,0
"19846",0,0,1,17,7,9,1945,1240,30,36449.6015625,3881,1,1,113361.6015625,10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"19872",1,0,1,8,NA,11,NA,1705,56,88657.796875,5463,0,1,104433.1171875,38,NA,0.400000005960464,3540.4599609375,3540.4599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,33,0,1,1,0
"19898",1,0,1,12,12,9,1925,2210,50,30890.19921875,4654,0,1,34418.12109375,32,4,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,87,0,1,1,0
"19920",0,0,1,8,2,8,1917,0,59,0,3021,1,1,16623.859375,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"19928",0,0,1,12,5,12,1922,2080,53,63118,4825,0,0,69388,31,5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,62,0,1,1,0
"19943",1,0,1,14,12,11,1941,2056,34,41800,2013,5,1,41800,17,2,0.899999976158142,0,167.199996948242,0,0,40,0,0,NA,NA,NA,NA,NA,NA,0,2,34,81,0,1,1,0
"19946",1,0,1,17,5,12,1931,3060,44,69095.3984375,4484,3,1,136477,26,5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,88,0,1,1,0
"19949",1,1,0,10,NA,10,NA,920,25,25498,3741,2,1,43472,7,NA,0.800000011920929,17974,19992.939453125,0,0,483,0,0,11,NA,NA,0,0,NA,0,2,34,32,0,1,1,0
"19950",0,0,1,12,11,12,1935,2058,39,34589.5,3323,1,NA,96378.2578125,21,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,NA,1
"19958",0,0,1,12,1,11,1928,1680,48,38456,5480,1,0,63828.6015625,21,1,0.400000005960464,0,0,0,0,0,16720,0,NA,NA,NA,NA,NA,NA,0,4,36,30,0,1,1,0
"19971",1,0,1,15,5,10,1950,2000,25,NA,3862,0,NA,167200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,108680,8360,0,0,0,4,4,NA,NA,NA,NA,0
"19973",0,0,1,12,4,9,1924,1960,52,28265.16015625,5659,0,NA,59694.578125,25,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,NA,1
"19979",1,0,1,17,1,12,1950,2054,26,67716,5711,0,1,111606,8,1,NA,0,0,0,0,0,0,0,12,12,79420,0,0,0,0,2,12,87,0,1,1,0
"19992",0,0,1,12,8,10,1940,0,35,0,2636,3,NA,126654,15,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,0,NA,1
"20001",0,0,1,12,4,12,1944,1815,32,27588,1239,2,0,43187.76171875,7,4,0.699999988079071,0,10567.0400390625,0,6688,96,6270,832,NA,NA,NA,NA,NA,NA,0,1,20,88,0,1,1,0
"20046",1,0,1,14,11,12,1950,2167,25,43472,2186,1,1,45967.4609375,7,2,0.5,0,0,0,0,0,0,0,12,12,87780,0,0,0,0,2,34,61,0,1,1,0
"20063",1,0,1,12,12,9,1942,2455,33,75240,3881,1,1,113361.6015625,15,2,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,81,0,1,1,0
"20121",0,0,1,16,3,10,1942,2080,34,29260,3821,4,1,99651.203125,3,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"20176",1,0,1,16,5,11,1950,520,25,9614,1194,0,1,25916,5,1,1,0,0,0,0,0,0,0,12,12,113800.5,2090,0,0,0,4,43,56,0,1,1,0
"20194",0,0,1,12,4,9,1921,1600,55,NA,3460,2,NA,69956.4765625,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,0
"20203",0,0,1,14,12,11,1933,420,42,16720,976,2,1,66880,24,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"20230",1,1,0,12,6,8,1940,2355,35,54340,5189,5,1,56108.140625,17,NA,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,21,0,1,1,0
"20264",1,0,1,15,9,12,1926,2352,49,217360,2832,0,1,261250,31,2,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,62,0,1,1,0
"20271",0,1,0,11,12,7,1939,520,36,836,407,3,0,32290.5,3,2,1.20000004768372,0,30096,30096,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,0,1,0
"20290",0,0,1,13,2,8,1939,0,37,0,2443,2,1,95496.28125,9,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"20293",1,0,1,12,3,12,1947,1984,29,31049.0390625,1345,2,1,37653.44140625,11,NA,0.699999988079071,0,1529.88000488281,0,0,22,0,344,NA,NA,NA,NA,NA,NA,0,2,34,85,0,1,1,0
"20313",1,0,1,12,10,10,1937,2860,38,60317.3984375,2457,2,1,154124.953125,20,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,81,0,1,1,0
"20338",0,0,1,17,10,9,1928,162,47,1855.92004394531,4654,0,1,34418.12109375,8,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"20367",0,0,1,16,11,12,1948,20,27,167.199996948242,3856,1,1,37787.19921875,7,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,0,NA,1
"20379",0,NA,NA,11,11,8,NA,320,29,1738.88000488281,5189,5,NA,56108.140625,5,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"20385",0,0,1,14,9,11,1945,0,30,0,3841,1,1,60610,5,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"20394",1,0,1,13,1,12,1949,2600,27,NA,1217,0,NA,52250,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,0
"20456",1,0,1,12,12,11,1942,3644,33,65458.80078125,3128,2,1,76034.203125,15,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,40,0,1,1,0
"20471",0,0,1,14,5,9,1950,2000,26,40128,2016,0,1,87780,8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,20900,0,NA,0,3,42,NA,0,1,NA,1
"20497",0,0,1,12,1,9,1931,0,45,0,973,1,1,169290,5,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"20499",1,0,1,17,8,12,1938,2550,38,62700,3543,2,0,62700,19,1,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,86,0,1,1,0
"20506",0,0,1,12,8,13,1948,875,28,20900,2387,0,0,77330,10,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,8,12,40964,0,0,0,0,2,12,NA,0,0,NA,1
"20534",0,0,1,14,5,11,1931,0,45,0,1073,0,1,99066,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"20566",0,0,1,12,8,12,1926,0,50,0,1207,1,1,117332.6015625,3,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,0,0,NA,1
"20567",1,0,1,10,1,13,1942,1200,33,14492.0595703125,3912,0,0,14492.0595703125,15,3,0.200000002980232,0,0,0,0,0,0,0,8,8,8920.1201171875,4894.77978515625,0,0,0,2,26,51,0,1,1,0
"20605",0,0,0,13,8,9,1946,0,29,0,5813,2,1,60610,4,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,NA,1
"20695",1,0,1,12,1,12,1946,2370,30,48070,864,2,1,49407.6015625,12,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,92,0,1,1,0
"20696",0,0,1,17,9,10,1949,2300,26,37620,4187,0,1,92796,8,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,32604,0,NA,0,3,17,NA,0,1,NA,1
"20697",1,0,1,16,NA,9,NA,1040,28,NA,4577,0,NA,102284.6015625,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,0,0
"20700",1,0,1,15,10,11,1946,1940,29,62700,4022,1,1,87780,11,4,0.400000005960464,0,0,0,0,0,0,0,12,NA,NA,194620.796875,0,NA,0,3,45,51,0,1,1,0
"20708",0,0,1,13,1,11,1939,1721,37,68970,50,1,0,81510,13,1,0.200000002980232,0,0,0,0,0,10450,0,NA,NA,NA,NA,NA,NA,0,3,19,82,0,1,1,0
"20709",0,0,1,16,1,9,1947,192,29,2508,3270,1,1,52668,11,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,NA,1
"20761",0,0,1,8,7,10,1939,750,36,17556,1241,3,1,94468,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,1,NA,1
"20763",1,0,1,9,10,10,1944,1880,31,55803,2986,4,1,55803,13,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,51,0,1,1,0
"20771",0,0,1,14,11,13,1949,0,26,0,5260,1,1,49620.78125,8,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,15,87780,22154,0,0,0,4,36,NA,0,1,NA,1
"20788",1,0,1,12,4,9,1935,2048,42,45144,5579,1,1,73735.203125,24,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,15,82,0,1,1,0
"20801",1,0,1,11,11,10,1941,2250,34,61864,1750,3,1,61864,17,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,81,0,1,1,0
"20829",0,0,1,12,6,11,1930,0,46,0,3641,2,1,122474,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,NA,1
"20838",0,0,1,5,4,10,1923,0,52,0,865,2,1,188049.84375,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,0,NA,1
"20858",1,0,1,12,6,8,1931,2080,44,28507.599609375,1290,2,1,49825.6015625,26,2,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,83,0,1,1,0
"20889",1,0,1,10,NA,7,NA,1818,31,NA,2048,0,NA,34656.37890625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,0,0
