"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"38620",1,0,1,13,12,11,1951,2250,44,62401.55859375,3170,2,1,82680,16,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"38623",1,1,0,12,8,8,1946,2350,48,88921.5625,2748,1,1,113727.1171875,20,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"38624",0,0,1,12,5,8,1951,2136,44,19500,10016,0,NA,55380,20,3,9,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"38631",1,0,1,13,9,10,1949,0,45,0,431,0,1,16261.4404296875,9,5,NA,NA,NA,NA,NA,NA,0,3,16,0,0,1,0
"38650",1,0,1,17,10,9,1945,2190,49,127924.6796875,1149,2,1,188922.234375,21,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"38655",1,0,1,16,9,11,1958,2896,36,48859.19921875,6046,3,1,51047.87890625,8,2,12,12,29.6399993896484,0,0,0,0,3,39,0,1,1,0
"38657",1,0,1,16,1,13,1940,0,55,0,5595,0,0,29076.83984375,27,4,12,NA,NA,0,0,NA,0,1,18,0,0,1,0
"38669",1,0,1,16,3,12,1942,1920,52,109203.1171875,1578,0,1,195443.046875,24,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"38682",1,0,1,16,4,10,1959,1960,35,82823.5234375,2980,2,1,311840.875,12,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"38683",1,0,1,17,12,12,1957,2365,37,62401.55859375,4184,2,0,62573.16015625,16,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"38729",1,0,1,8,7,9,1935,1300,59,0,5027,0,1,30420,32,5,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"38735",0,1,0,12,8,8,1964,0,31,0,2134,3,0,8985.599609375,9,3,11,NA,NA,23400,0,NA,0,2,13,0,0,1,0
"38742",1,0,1,17,3,11,1956,2240,39,42120,1238,2,1,66331.203125,11,2,17,NA,NA,54601.55859375,0,NA,0,3,41,0,1,1,0
"38761",1,0,1,16,10,6,1964,2176,30,46800,1641,0,0,56036.76171875,7,2,12,12,51480,7907.64013671875,0,0,0,2,13,0,1,1,0
"38765",1,0,1,10,9,7,1940,0,54,0,1430,0,1,32242.080078125,34,4,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"38775",1,0,1,10,8,9,1937,3430,57,187206.234375,1410,0,1,202807.796875,30,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"38778",0,0,1,12,12,8,1960,0,34,0,6412,3,0,14857.4404296875,15,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"38779",1,0,1,14,7,13,1951,2043,43,59281.55859375,2697,1,1,96771.4765625,15,2,NA,6,0,NA,NA,0,0,3,45,0,1,1,0
"38785",1,0,1,12,10,13,1961,3060,33,48360,3984,0,0,48360,5,2,12,14,0,8112,0,0,0,2,21,0,1,1,0
"38802",0,0,1,13,12,11,1968,1530,26,21840,509,1,NA,48358.44140625,4,1,12,11,109203.1171875,20280,0,0,0,3,17,0,1,NA,1
"38811",0,0,1,17,9,12,1936,0,58,0,3896,0,1,106899,19,4,NA,NA,NA,NA,NA,NA,0,1,31,0,0,NA,1
"38827",0,0,1,12,2,7,1954,888,41,23556,5422,0,1,126082.3203125,12,2,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"38851",0,0,1,17,5,13,1945,2080,49,50935.55859375,3970,0,0,50935.55859375,10,3,13,NA,NA,0,0,NA,0,4,4,0,1,1,0
"38868",0,0,1,11,11,12,1953,1880,41,53041.55859375,2844,0,0,76441.5625,12,3,8,8,0,0,0,0,0,4,4,0,1,1,0
"38870",0,0,1,13,1,9,1940,347,55,3118.43994140625,2851,1,NA,81026.3984375,25,3,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"38876",0,1,0,13,4,12,1960,1656,34,32760,2390,2,0,32803.6796875,7,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"38889",0,0,1,16,5,12,1952,2052,42,40560,1138,3,0,79173.1171875,2,1,13,10,0,28080,0,0,0,3,10,0,0,1,0
"38906",0,0,1,14,12,11,1963,0,31,0,1925,0,1,73617.9609375,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"38910",0,NA,NA,NA,10,5,1968,NA,26,NA,9523,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,0
"38929",0,0,1,12,5,10,1955,2012,39,35880,1795,1,1,123241.5625,11,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"38932",1,0,1,17,10,13,1948,2000,46,109203.1171875,6840,1,1,167703.125,18,1,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"38969",0,0,1,12,3,11,1936,390,58,4054.43994140625,3201,0,1,25894.439453125,24,2,NA,NA,NA,NA,NA,NA,0,4,49,0,0,NA,1
"38990",1,0,1,17,10,12,1945,2500,49,101403.1171875,3814,2,1,186426.234375,21,2,13,NA,NA,39000,0,NA,0,1,29,0,1,1,0
"39004",1,0,1,12,5,9,1938,1040,56,0,4774,0,1,-23401.560546875,27,4,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"39008",0,0,1,16,3,10,1956,1558,38,48360,725,0,0,48470.76171875,20,1,12,NA,NA,5460,0,NA,0,3,42,0,1,1,0
"39046",0,0,1,16,5,11,1965,1631,29,53041.55859375,2605,2,1,70356,6,1,17,NA,NA,0,0,NA,0,1,20,0,1,NA,1
"39056",1,0,1,12,4,13,1968,2160,26,31200,1271,1,1,54600,6,1,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"39058",1,0,1,12,2,9,1943,2340,52,0,2878,1,1,45240,24,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39066",0,0,1,13,11,11,1948,3010,46,112323.1171875,10376,0,0,179874.234375,17,3,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39076",1,1,0,6,8,9,1934,2000,60,40560,5,0,1,40560,33,2,NA,NA,NA,NA,NA,NA,0,3,23,0,1,1,0
"39078",1,0,1,16,8,11,1969,1928,25,26520,509,1,1,48358.44140625,4,1,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"39084",0,0,1,14,9,11,1953,0,41,0,1725,2,NA,86564.3984375,13,5,12,15,0,0,0,0,0,3,39,0,0,NA,1
"39085",1,0,1,12,10,10,1957,2360,37,87361.5625,1795,1,1,123241.5625,8,1,12,NA,NA,0,0,NA,0,4,46,0,1,1,0
"39091",1,0,1,17,6,11,1940,2112,54,93603.1171875,1406,0,1,215440.6875,26,2,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"39094",1,0,1,12,6,10,1965,NA,29,NA,2124,0,NA,85335.1171875,NA,NA,17,17,0,0,0,0,0,2,34,0,1,NA,0
"39097",0,0,1,12,3,12,1957,1984,38,37290.23828125,8371,2,1,95854.203125,10,1,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39111",0,0,1,6,10,10,1955,1048,39,6238.43994140625,134,1,NA,53982.23828125,7,4,7,8,15598.4404296875,0,0,0,0,2,13,0,1,NA,1
"39145",1,0,1,17,9,10,1950,1584,44,57097.55859375,4744,1,1,113725.5625,16,1,12,12,0,13258.4404296875,0,0,0,4,5,0,1,1,0
"39152",0,0,1,12,7,NA,1947,2280,48,21840,10372,0,1,54600,30,1,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39181",1,0,1,17,12,9,1959,2866,35,233851.796875,275,1,1,241960.6875,NA,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39184",1,0,1,16,6,11,1946,0,48,0,299,0,1,43756.44140625,11,4,NA,NA,NA,NA,NA,NA,0,2,14,0,0,1,0
"39197",1,0,1,14,4,12,1955,2165,39,17470.439453125,8369,0,0,17470.439453125,7,1,13,12,12478.4404296875,0,0,0,0,3,32,0,1,1,0
"39198",1,0,1,12,4,11,1947,2600,47,109203.1171875,512,0,1,129483.1171875,20,2,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"39201",1,0,1,7,1,10,1941,3570,53,55178.76171875,4288,0,1,137585.765625,25,2,6,NA,NA,0,0,NA,0,3,45,0,1,1,0
"39223",1,0,1,12,8,8,1967,320,27,156,1593,0,1,7330.43994140625,NA,2,12,12,46800,17160,0,0,0,2,26,0,1,1,0
"39229",1,0,1,13,8,13,1953,2956,41,102963.1171875,2216,1,1,119343.1171875,13,2,12,14,0,8112,0,0,0,2,21,0,1,1,0
"39231",0,0,1,16,5,10,1945,880,49,1870.43994140625,1315,1,1,62712,7,2,NA,NA,NA,NA,NA,NA,0,4,43,0,0,NA,1
"39240",0,0,1,12,8,13,1936,0,58,0,4198,0,1,14038.4404296875,6,3,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"39291",1,0,1,16,8,11,1948,1225,46,229327.796875,3899,2,1,244085.40625,18,1,12,10,0,0,0,0,0,4,2,0,1,1,0
"39292",0,0,1,12,3,8,1963,1827,31,20592,840,2,1,17472,12,3,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"39300",1,0,1,16,4,13,1956,720,39,78001.5625,10274,0,0,93166.3203125,20,1,14,NA,NA,0,0,NA,0,4,4,0,0,1,0
"39302",0,0,0,16,12,10,1944,1040,50,17784,3527,0,1,70786.5625,NA,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"39308",0,0,1,16,3,11,1964,0,31,0,8645,1,NA,60843.12109375,NA,NA,12,8,0,0,0,0,0,3,47,0,1,NA,1
"39321",0,0,1,12,3,NA,1950,1920,45,62401.55859375,9851,2,1,110137.5625,26,2,12,NA,NA,0,0,NA,0,2,22,0,1,NA,1
"39336",0,0,1,12,11,11,1966,1350,28,17160,1454,1,0,18365.880859375,7,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"39389",0,0,1,12,8,10,1954,1517,40,20280,1180,1,1,24802.439453125,15,5,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"39397",1,0,1,6,8,10,1939,0,55,0,3733,0,0,11756.16015625,7,5,NA,NA,NA,NA,NA,NA,0,3,3,0,0,1,0
"39417",0,0,1,12,7,11,1950,1928,44,31200,4861,0,1,60579.48046875,13,3,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"39425",1,0,1,16,1,12,1949,2205,46,32758.439453125,4185,1,1,95259.84375,26,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"39435",1,0,1,11,11,7,1959,2295,35,43680,9457,3,1,43680,7,2,8,12,0,49172.76171875,0,0,0,2,34,0,1,1,0
"39440",1,0,1,12,9,11,1956,2000,38,48360,2928,3,1,106081.5625,10,2,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"39449",1,0,1,16,3,10,1957,2540,38,117003.1171875,9008,3,1,117021.84375,10,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"39460",1,0,1,17,1,11,1942,3000,53,0,3902,0,1,54601.55859375,26,1,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39487",0,0,1,16,11,11,1966,693,28,9358.4404296875,81,2,1,107638.4375,1,1,12,16,40560,27300,0,0,0,3,3,1,0,NA,1
"39514",1,0,1,16,8,10,1947,4160,47,1170,1395,0,0,2107.56005859375,20,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"39518",0,0,1,10,6,8,1943,1860,51,14038.4404296875,839,1,0,43280.640625,16,1,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"39521",0,0,1,12,7,13,1936,1706,58,20280,989,0,1,75037.5625,14,4,NA,NA,NA,NA,NA,NA,0,3,35,0,1,NA,1
"39522",0,0,1,17,10,13,1956,1925,38,46800,2618,0,NA,111733.4375,NA,4,13,17,6630,0,0,0,0,3,32,0,1,NA,1
"39540",0,1,0,17,9,12,1939,NA,55,0,4788,0,NA,29218.80078125,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,0,0,NA,0
"39543",0,0,1,14,10,8,1963,0,31,0,3600,1,1,51793.55859375,3,2,12,14,26754,0,0,0,0,4,4,0,0,NA,1
"39574",0,0,1,12,11,8,1958,2610,36,19966.439453125,4303,2,0,23527.919921875,15,2,8,8,0,0,0,0,0,2,14,0,1,1,0
"39589",1,0,1,14,8,12,1937,0,57,0,3486,0,1,213103.796875,30,4,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"39601",1,0,1,8,4,7,1961,1799,33,14506.4404296875,435,2,1,22772.880859375,6,4,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"39609",1,0,0,12,6,7,1955,3570,39,74881.5625,1955,2,1,74881.5625,11,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"39613",0,1,0,12,5,5,1968,2080,26,20280,44,2,1,56272.3203125,8,2,NA,7,1680.11999511719,NA,NA,0,0,3,32,0,1,NA,1
"39622",0,0,1,15,1,NA,1949,104,46,1402.43994140625,1797,1,1,129461.28125,15,2,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"39623",1,0,1,12,1,12,1953,1976,41,53041.55859375,2340,0,0,53353.55859375,11,3,12,12,14664,0,0,0,0,5,51,0,1,1,0
"39627",0,0,1,13,4,11,1964,0,31,0,8234,0,0,57738.71875,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,1
"39637",0,0,1,14,7,10,1959,1488,35,14038.4404296875,8232,2,NA,79964.0390625,6,2,13,14,0,28080,0,0,0,4,4,0,1,NA,1
"39641",0,0,1,13,5,11,1960,2254,34,23400,3819,2,1,59826,7,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"39651",0,0,1,13,1,11,1940,2142,56,62401.55859375,3295,0,1,120277.5625,18,4,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"39656",0,0,1,12,10,10,1953,1920,41,54601.55859375,5028,1,1,86581.5625,13,2,12,12,0,24785.279296875,0,0,0,2,34,0,1,NA,1
"39702",1,0,1,14,12,10,1948,2074,46,63961.55859375,1833,0,1,108265.5625,18,2,10,12,0,0,0,0,0,1,20,0,1,1,0
"39706",0,0,1,16,2,10,1970,NA,25,NA,3422,0,0,203250.84375,NA,NA,NA,17,160683.125,NA,NA,0,0,2,13,1,1,NA,0
"39710",0,0,1,13,9,9,1949,1992,45,66495,10324,1,0,69490.203125,10,3,NA,NA,NA,NA,NA,NA,0,2,26,0,0,1,0
"39746",1,0,1,12,12,11,1967,1980,27,43680,2166,2,1,85800,5,1,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"39769",0,0,1,17,3,10,1945,1261,49,98283.1171875,570,0,1,230886.234375,21,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"39780",1,1,0,12,5,7,1956,2041,39,25506,10224,2,1,55392.48046875,10,4,11,NA,NA,7956,0,NA,0,2,13,0,1,1,0
"39798",1,0,1,13,9,12,1940,NA,54,NA,9887,1,NA,224128.3125,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,0
"39816",1,0,1,12,8,11,1952,3080,42,18720,303,4,1,36705.23828125,23,1,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"39829",0,0,1,12,12,9,1938,2040,56,22308,4282,0,0,22308,7,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"39845",1,0,1,12,7,7,1967,NA,27,NA,1259,1,NA,21871.19921875,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,0
"39848",1,0,1,16,12,10,1952,2254,42,88921.5625,5409,3,1,119341.5625,14,3,12,NA,NA,0,0,NA,0,2,12,0,1,1,0
"39849",0,0,1,12,9,9,1955,2000,39,0,5958,1,NA,135724.6875,4,1,11,9,0,0,0,0,0,2,13,0,0,NA,1
"39853",0,0,1,12,6,12,1967,2040,27,25272,3349,0,1,90483.1171875,6,3,16,16,67081.5625,63961.55859375,0,0,0,6,NA,0,1,NA,1
"39862",0,0,1,12,11,9,1965,455,29,6238.43994140625,3237,2,NA,44709.6015625,5,3,12,NA,NA,30661.80078125,0,NA,0,3,41,0,1,NA,1
"39865",0,0,1,12,12,10,1951,1424,43,18618.599609375,5182,0,NA,52728,24,2,12,NA,NA,0,0,NA,0,2,40,0,1,NA,1
"39883",0,0,1,15,12,9,1955,1920,39,40560,9,2,1,90481.5625,10,2,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"39886",1,0,1,15,6,11,1965,2860,29,31200,98,4,1,88531.5625,2,3,11,14,0,59281.55859375,0,0,0,2,15,0,1,1,0
"39887",0,0,1,14,10,10,1961,1600,33,23400,1010,3,1,88952.7578125,6,3,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"39891",0,0,1,12,9,9,1960,1724,34,29367,1630,3,1,49132.19921875,7,3,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"39904",0,0,1,12,12,10,1965,520,29,780,1398,2,1,19498.439453125,5,2,NA,NA,NA,NA,NA,NA,0,2,26,0,0,NA,1
"39916",0,0,1,12,8,8,1959,0,35,0,879,0,0,15600,6,3,9,11,0,0,0,0,0,1,37,0,0,1,0
"39917",1,1,0,12,11,7,1956,1920,38,42120,3913,0,0,47924.76171875,12,2,10,11,2808,35880,0,0,0,3,3,0,1,1,0
"39938",0,0,1,12,1,10,1936,455,59,634.919982910156,1759,0,1,52929.23828125,20,4,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"39941",1,0,1,NA,10,11,1955,NA,39,NA,3218,0,0,19606.080078125,NA,NA,12,12,29.6399993896484,0,0,0,0,3,39,0,1,NA,0
"39942",0,0,1,17,10,10,1953,1416,41,54601.55859375,6184,3,1,98281.5625,12,3,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"39949",0,1,0,16,11,7,1964,2040,30,39000,3727,1,1,87361.5625,11,2,12,NA,NA,27300,0,NA,0,3,3,0,1,NA,1
"39973",0,0,1,14,4,11,1940,3580,54,6238.43994140625,1506,0,0,18721.560546875,4,2,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"40005",0,0,1,16,5,10,1962,0,32,0,4705,3,1,137985.125,4,1,16,16,0,0,0,0,0,2,26,0,0,NA,1
"40007",1,0,1,17,11,9,1951,2252,43,91060.3203125,2795,2,1,149820.84375,15,3,12,NA,NA,30420,0,NA,0,3,42,0,1,1,0
"40016",1,0,1,16,9,10,1945,3024,49,101713.5625,1352,1,1,107908.3203125,17,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"40023",0,0,1,17,9,11,1967,2040,27,39071.76171875,3921,0,1,73463.5234375,8,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"40078",1,0,1,17,9,13,1953,2585,41,280810.90625,3414,2,1,292042.90625,13,2,NA,17,0,NA,NA,0,0,1,29,0,1,1,0
"40141",1,0,1,13,1,10,1966,2050,29,24956.880859375,947,0,0,49214.87890625,4,2,15,12,26520,21840,0,0,0,2,24,0,1,1,0
"40161",0,0,1,12,5,9,1950,1447,44,19935.240234375,3145,0,1,153497.765625,15,1,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"40181",1,0,1,16,8,13,1948,2476,46,101403.1171875,424,1,1,123478.6796875,18,1,12,13,0,15598.4404296875,0,0,0,2,15,0,1,1,0
"40189",0,0,1,16,5,11,1939,2205,55,70981.5625,468,0,0,96097.5625,32,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"40192",0,0,1,12,12,7,1965,2550,29,32760,3826,2,NA,73320,5,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"40194",1,0,1,12,10,12,1963,NA,31,NA,917,0,0,46525.44140625,NA,NA,16,NA,NA,1870.43994140625,0,NA,0,3,45,0,1,NA,0
"40201",1,0,1,14,1,10,1939,2250,56,0,2924,0,1,399374.03125,28,3,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"40204",1,0,1,12,5,NA,1955,NA,39,NA,410,0,0,89857.5625,NA,NA,12,3,0,37440,0,0,0,1,20,0,1,NA,0
"40213",1,0,1,17,7,12,1946,1387,48,65521.55859375,3912,0,1,135255.125,20,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40217",0,0,1,12,1,8,1954,1673,41,17103.83984375,4279,0,0,17166.240234375,10,3,12,9,0,0,0,0,0,3,10,0,0,1,0
"40268",0,0,1,16,12,9,1946,3680,48,118561.5625,2929,1,0,235255.796875,20,2,12,NA,NA,0,0,NA,0,3,9,0,1,1,0
"40295",0,0,1,13,5,11,1968,0,26,0,2185,2,1,47871.71875,2,2,NA,12,2026.43994140625,NA,NA,0,0,2,21,1,0,NA,1
"40310",1,0,1,12,5,NA,1945,2024,50,42118.44140625,9938,0,1,113878.4375,30,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40312",0,1,0,13,5,7,1960,1715,34,41519.3984375,1449,2,0,43626.9609375,15,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40314",1,0,1,12,7,10,1967,NA,27,NA,4288,0,NA,137585.765625,NA,NA,7,7,55178.76171875,13767,0,0,0,3,45,0,1,NA,0
"40315",1,0,1,12,10,10,1942,2040,52,54601.55859375,3430,2,1,105393.6015625,32,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40336",1,0,1,12,7,10,1963,2232,31,29640,3966,2,1,49654.80078125,7,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"40341",0,0,1,16,8,11,1949,1670,45,19705.919921875,2301,1,1,110502.6015625,17,2,11,NA,NA,0,0,NA,0,4,4,0,1,NA,1
"40345",1,0,1,14,11,11,1954,1260,40,12478.4404296875,7573,2,1,34008,12,2,12,12,18720,0,0,0,0,2,40,0,1,1,0
"40357",0,0,1,16,2,10,1945,1749,50,43680,592,0,0,56785.55859375,20,2,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"40373",1,0,1,14,9,12,1953,1837,41,23868,2045,0,0,24117.599609375,14,3,13,16,0,16394.0390625,0,0,0,3,16,0,1,1,0
"40375",1,0,1,17,4,11,1947,2532,47,81121.5625,3146,0,0,74883.1171875,20,2,NA,12,0,NA,NA,0,0,2,22,0,1,1,0
"40376",1,0,1,17,8,11,1945,2260,49,56161.55859375,2391,0,0,56629.55859375,21,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"40388",0,1,0,13,12,7,1962,2936,32,23400,3716,1,NA,58704.359375,13,3,10,11,9672,0,0,0,0,3,41,0,1,NA,1
"40410",0,0,1,12,6,9,1969,NA,25,NA,1965,0,0,64896,NA,NA,12,10,40560,11856,0,0,0,1,37,0,1,NA,0
"40418",1,0,1,12,7,8,1959,0,35,0,9528,1,1,25685.400390625,3,5,8,NA,NA,0,0,NA,0,4,4,0,0,1,0
"40426",1,0,1,12,4,8,1961,NA,34,NA,6053,0,0,34184.28125,NA,NA,8,9,0,1092,0,0,0,2,22,0,1,NA,0
"40427",1,0,1,12,2,8,1961,2496,34,78001.5625,6369,3,1,111042.359375,15,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"40446",1,0,1,16,11,11,1955,2309,39,26520,2671,0,0,27083.16015625,NA,3,17,14,0,0,0,0,0,2,21,0,1,1,0
"40486",1,0,1,9,8,5,1957,0,37,0,2058,0,1,8311.6796875,5,5,NA,NA,NA,NA,NA,NA,0,3,41,0,0,1,0
"40488",0,0,1,11,5,7,1940,2548,54,18720,1430,0,NA,32242.080078125,35,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"40489",0,0,1,16,2,13,1959,650,36,23400,3352,1,1,137127.125,5,2,16,16,0,0,0,0,0,3,32,0,1,NA,1
"40494",0,0,1,17,8,10,1966,NA,28,NA,2381,0,1,124798.4375,NA,NA,12,14,56160,21840,0,0,0,1,37,0,1,NA,0
"40495",0,0,1,12,8,8,1935,0,59,0,1202,0,1,68491.796875,7,1,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"40511",0,0,1,16,7,11,1960,1540,34,37440,3031,2,1,112320,3,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"40515",1,0,1,16,10,11,1964,4112,30,4678.43994140625,3039,0,1,47424,10,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"40526",0,0,1,17,4,11,1956,0,38,0,1194,0,0,18721.560546875,NA,NA,17,17,0,0,0,0,0,4,4,0,1,NA,1
"40546",0,0,1,12,6,12,1957,902,37,34320,9756,2,1,135005.515625,9,1,NA,12,0,NA,NA,0,0,4,4,0,1,NA,1
"40555",0,0,1,12,10,10,1946,1780,48,21840,1375,0,NA,80146.5625,30,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"40566",1,1,0,15,3,11,1961,2130,33,49920,500,0,0,26521.560546875,10,1,14,10,0,0,0,0,0,3,45,0,1,1,0
"40584",1,0,1,12,4,11,1949,2352,45,28080,4861,0,1,60579.48046875,18,3,12,NA,NA,0,0,NA,0,2,14,0,1,1,0
"40585",0,0,1,16,4,11,1958,1500,36,12478.4404296875,3113,3,1,149889.484375,6,3,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"40591",0,0,1,13,5,11,1949,1070,45,23400,898,1,1,143679.125,NA,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"40601",0,0,1,12,11,10,1947,2060,47,53041.55859375,2411,0,1,146641.5625,12,2,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"40611",0,0,1,16,1,11,1956,440,39,17160,3242,2,1,97422,11,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"40639",0,0,1,14,11,13,1955,968,39,20280,3182,0,1,63070.80078125,1,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"40650",1,0,1,12,2,9,1947,1680,48,62401.55859375,1399,0,1,118358.7578125,20,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"40656",1,0,1,9,8,11,1961,1967,33,45240,3344,2,1,57688.80078125,13,2,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"40670",1,0,1,17,4,10,1954,2450,40,117003.1171875,3939,1,1,214896.234375,NA,2,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,1,0
"40676",1,0,1,8,7,6,1949,0,45,0,2025,0,0,9360,17,5,5,NA,NA,NA,0,NA,0,3,41,0,0,1,0
"40690",0,0,1,17,9,13,1966,2470,28,26520,1156,0,0,174379.921875,7,1,16,16,0,42120,0,0,0,2,14,0,1,1,0
"40730",1,0,1,16,5,10,1950,2600,44,31200,2417,1,1,75348,9,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"40732",0,0,1,14,10,10,1951,2000,43,23400,161,0,1,49920,15,2,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"40733",1,0,1,12,7,11,1950,1470,44,0,4618,2,1,170216.28125,16,2,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"40743",0,0,1,14,6,10,1951,1785,44,12478.4404296875,10133,1,1,62875.80078125,13,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"40751",1,0,1,17,8,8,1947,3023,47,109203.1171875,6064,3,1,171946.3125,15,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
