"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","study","works","head","wife"
"20838",0,0,1,5,4,10,1923,0,46,0,53,5,1,39648.83984375,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"20858",1,0,1,12,6,8,1931,2093,37,28198,2293,3,1,114569.703125,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"20943",0,0,0,8,NA,NA,NA,0,36,0,4623,7,0,37012.94140625,2,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,1,0
"20952",1,0,1,NA,NA,11,NA,1800,27,NA,1261,1,NA,68226.8984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,0
"20955",1,1,0,9,1,9,1935,2856,35,38006,350,1,1,38680.30078125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"20975",0,0,1,15,6,12,1931,2750,39,76625,520,1,1,58235,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"20987",1,0,1,5,1,4,1911,1330,59,24520,4369,0,1,32121.19921875,0.699999988079071,0,5737.68017578125,0,0,936,0,0,NA,NA,NA,NA,NA,NA,0,2,22,1,0,0,1,0
"21077",1,0,1,8,3,8,1924,2440,47,55170,3356,1,1,114631,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"21084",1,0,1,15,2,13,1919,2160,51,69085.1015625,807,0,1,69085.1015625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"21097",0,0,1,12,8,11,1943,0,26,0,1240,4,1,49634.609375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"21102",1,0,1,11,7,8,1917,2808,53,68962.5,332,0,1,129428.8203125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"21175",0,0,1,17,10,13,1942,1620,27,49040,2140,0,0,50082.1015625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"21198",1,0,1,6,NA,9,NA,2367,25,29424,1648,1,1,60074,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"21229",0,NA,NA,5,NA,5,NA,0,47,0,3063,1,NA,31005.5390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"21259",0,0,1,12,7,11,1920,768,49,11647,209,1,1,50817.69921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"21288",1,0,0,17,6,13,1932,2090,37,113405,3545,2,1,114631,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"21323",0,0,1,12,3,12,1921,0,49,0,4055,1,1,133021,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"21356",1,0,1,17,7,10,1929,1838,40,55703.30859375,2393,0,0,68858.2890625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"21385",0,0,1,14,2,11,1944,0,27,0,406,2,1,91950,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"21403",1,0,1,12,4,10,1930,2400,39,58664.1015625,2060,3,1,59093.19921875,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"21425",0,0,1,10,11,8,1918,0,51,0,4182,0,1,30650,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"21449",1,0,1,14,5,12,1938,1840,32,55170,862,0,1,98080,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"21473",0,0,1,12,10,11,1941,320,28,3678,3468,2,NA,46588,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"21512",0,0,1,7,8,12,1916,2000,53,27585,3502,0,1,92409.75,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"21524",0,0,1,12,4,9,1922,1665,46,35554,3332,0,1,72793.75,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"21534",0,0,1,12,6,10,1930,2196,38,44136,301,1,0,51246.80078125,0.5,0,0,0,0,0,4597.5,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"21561",0,0,1,NA,NA,12,NA,2080,41,NA,663,0,NA,106110.296875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0
"21579",1,0,1,8,4,11,1927,1960,43,67430,3230,1,1,68864.421875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"21582",0,0,1,12,2,10,1912,1960,58,37613.6796875,1791,0,1,102836.8828125,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"21606",0,0,1,12,12,10,1929,0,40,0,2214,3,1,98080,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,1
"21609",1,0,1,12,11,12,1915,2040,53,74173,3043,1,1,87156.34375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"21691",0,0,1,17,1,10,1940,0,30,0,1155,2,1,123059.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"21733",0,0,1,12,8,10,1913,0,56,0,1259,0,1,132475.4375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"21735",1,0,0,12,5,9,1943,2577,26,42585.109375,2517,2,1,43596.55859375,1,0,8753.6396484375,0,0,1428,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"21766",0,NA,NA,12,NA,9,NA,16,31,263.589996337891,2415,3,NA,75429.6484375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"21804",0,1,0,5,4,5,1927,0,43,0,4200,0,1,46974.19140625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"21808",0,0,1,12,2,11,1934,1461,36,13792.5,1153,2,0,40225.05859375,0.699999988079071,0,13191.759765625,8900.759765625,4291,0,15325,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"21854",1,0,1,12,8,10,1935,1800,34,31876,3822,0,0,31876,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"21862",0,0,1,12,12,10,1917,2372,52,23735.359375,4559,0,1,191182.4375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"21889",1,0,1,4,NA,9,NA,2295,31,25010.400390625,2171,2,1,25010.400390625,1,0,13535.0400390625,0,0,2208,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"21892",0,0,1,12,1,11,1921,520,49,5210.5,1599,0,NA,105540.2109375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"21898",1,0,1,14,3,10,1938,2475,32,70188.5,1339,4,1,70200.7578125,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"21944",0,0,1,10,NA,7,NA,1880,41,18390,3974,2,0,20216.740234375,0.5,0,0,0,0,0,1532.5,0,8,NA,NA,0,0,NA,0,2,34,NA,0,1,1,0
"22014",0,0,1,12,10,10,1915,1800,52,27585,239,0,1,131795,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"22059",0,0,1,16,12,12,1940,0,29,0,4531,1,1,128944.546875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"22079",1,0,1,14,10,11,1926,2500,42,220680,1128,4,1,248265,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,3,0,1,1,0
"22120",0,0,1,12,6,6,1943,0,27,0,159,2,1,59369.05078125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"22153",1,0,1,17,11,10,1924,2000,44,79690,1529,0,1,104210,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,1,0
"22179",0,0,1,12,2,9,1934,2000,36,25746,1476,2,1,64536.640625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"22191",1,0,1,12,NA,13,NA,1736,54,50266,1852,0,1,61300,0.300000011920929,7356,7356,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,1,0
"22227",0,1,0,6,7,7,1910,NA,59,NA,4109,7,NA,7356,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,0
"22252",0,NA,NA,8,NA,9,NA,0,55,0,3940,0,NA,34781.62109375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"22260",1,0,1,10,9,10,1918,2496,52,63752,1231,0,1,64555.03125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"22270",1,0,1,8,12,11,1930,1882,39,53331,3818,2,1,85207,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"22271",1,0,1,10,NA,12,NA,1750,49,42910,520,1,1,58235,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"22281",1,0,1,6,NA,7,NA,1936,43,40458,1583,1,1,40458,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,1,1,0
"22290",1,0,1,16,3,8,1924,2401,46,79690,970,2,1,120761,0.699999988079071,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"22347",0,0,1,12,5,10,1928,0,42,0,812,2,1,100225.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"22352",0,0,1,NA,NA,12,NA,NA,44,NA,663,0,NA,106110.296875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0
"22372",1,0,1,12,2,11,1926,2350,44,64395.6484375,29,0,1,72499.5078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,1,0
"22404",1,0,1,16,2,11,1925,2353,45,68656,3902,3,1,75650.328125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"22407",0,0,1,12,12,8,1921,1344,49,18298.05078125,1046,2,1,105515.6875,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"22462",0,0,1,14,1,9,1921,0,49,0,1773,1,1,61300,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"22479",0,0,1,10,8,11,1923,260,46,3065,1255,0,1,48715.109375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"22481",0,0,1,12,6,11,1920,0,49,0,2418,3,1,119535,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"22489",0,0,1,17,1,13,1945,1260,25,29424,1184,0,1,48120.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"22492",0,1,0,12,2,7,1932,2040,39,36780,1774,3,NA,101145,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"22500",1,0,1,NA,NA,9,NA,1792,26,26972,1424,1,1,54078.859375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"22544",1,1,0,15,6,9,1939,2093,30,50161.7890625,4004,1,1,64616.328125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,1,0
"22566",1,0,1,12,8,10,1916,2450,53,84103.6015625,2407,2,1,98815.6015625,0.800000011920929,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"22567",0,0,1,17,5,10,1929,1100,40,NA,2338,0,0,84514.3125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,0
"22574",1,0,1,8,8,7,1927,988,42,24287.060546875,1282,1,1,58449.55078125,0.699999988079071,16673.599609375,16673.599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,2,0,1,1,0
"22576",1,0,1,11,12,11,1916,1880,51,61968.171875,1423,0,0,66259.171875,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"22591",0,0,1,12,2,11,1923,0,47,0,1459,3,1,110646.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"22603",1,1,0,12,12,12,1943,1500,25,36780,612,2,1,36780,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"22615",0,0,1,12,4,8,1944,0,26,0,3590,2,1,41377.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"22620",1,0,1,14,1,7,1938,NA,31,NA,2755,2,1,33757.91015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,41,NA,NA,NA,0,NA
"22631",0,0,1,12,3,12,1945,0,25,0,3262,2,1,44289.25,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,1
"22633",0,0,1,12,5,10,1948,0,25,0,2574,1,1,41684,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"22681",1,0,1,16,NA,9,NA,1215,48,164284,1382,0,1,203405.65625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"22702",1,1,0,9,5,5,1911,1920,59,30650,2132,5,1,36387.6796875,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,0,1,1,0
"22728",1,0,1,5,4,6,1928,2400,42,28014.099609375,774,0,1,42726.1015625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"22753",1,0,0,13,9,9,1939,2102,30,61091.578125,4406,2,1,61091.578125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,0,1,1,0
"22756",1,0,1,8,NA,2,NA,2096,60,79984.2421875,3218,1,1,155211.59375,0.400000005960464,0,3678,3678,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"22759",0,1,0,12,6,8,1942,1040,26,20842,1659,3,1,74786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"22767",0,0,1,7,8,9,1937,8,34,85.8199996948242,2239,2,1,73645.8203125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"22773",1,0,1,2,7,11,1943,2040,26,49040,1396,2,1,51338.75,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"22795",1,0,1,12,3,11,1937,4284,33,56990.609375,4453,2,1,87720.296875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,1,1,0
"22797",0,0,1,12,4,11,1935,0,35,0,1967,4,1,80272.3515625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"22811",1,0,1,11,NA,12,NA,910,52,35554,1170,0,1,85390.8984375,0.699999988079071,10359.7001953125,10359.7001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"22826",1,0,1,9,NA,12,NA,1960,32,44749,3239,0,0,44749,0.200000002980232,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"22840",0,0,0,16,2,10,1935,300,35,9378.900390625,1290,2,1,109910.8984375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"22848",1,1,0,5,NA,7,NA,NA,47,NA,2840,4,NA,23195.919921875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,0
"22920",0,0,1,12,4,13,1941,1840,28,27585,718,0,0,35860.5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,12,NA,0,1,1,0
"22946",0,NA,NA,11,NA,10,NA,1224,31,12137.400390625,1758,3,NA,82019.3984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"22977",0,0,1,16,12,10,1932,700,37,25746,558,1,1,79690,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,1
"23009",0,0,1,13,11,11,1914,0,56,0,1716,0,1,91950,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"23022",0,0,1,8,12,8,1915,0,54,0,1670,0,1,87046,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"23033",0,0,1,12,3,10,1911,1715,57,34328,1818,0,1,107888,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"23048",1,0,1,17,2,10,1939,2595,31,42910,203,1,1,45515.25,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"23052",1,1,0,10,NA,NA,NA,1920,49,18390,2641,0,1,24520,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,0,1,1,0
"23054",0,0,1,10,9,9,1932,0,37,0,1693,3,1,40212.80078125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"23106",0,1,0,5,NA,4,NA,0,45,0,4248,0,NA,30650,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,1
"23141",1,0,1,16,11,10,1941,2510,28,81761.9375,1574,4,1,90172.296875,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"23214",0,0,1,8,NA,10,NA,0,58,0,146,1,0,24710.029296875,0.400000005960464,0,21430.48046875,21430.48046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,2,0,0,1,0
"23267",1,0,1,8,3,9,1940,2324,30,40145.37109375,990,2,1,93684.7890625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,1,1,0
"23314",0,0,1,13,3,13,1909,1960,60,36780,377,0,0,64671.5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"23334",1,0,1,16,8,10,1944,1040,25,23907,2943,0,0,23907,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"23352",1,0,1,12,6,7,1942,1960,27,44136,3373,1,1,47507.5,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"23427",1,0,1,12,5,11,1934,2860,36,79690,3906,1,1,92538.4765625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,2,0,1,1,0
"23448",1,0,1,12,3,11,1931,1900,39,53024.5,1543,2,1,69943.296875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"23487",0,0,1,17,1,13,1941,60,29,1226,2021,3,1,117083,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"23489",0,0,1,14,NA,9,NA,1200,25,25746,2387,1,NA,111566,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"23491",1,0,1,12,7,10,1941,2720,28,61300,1342,2,1,84692.078125,1,300.369995117188,300.369995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"23492",0,0,1,11,7,10,1936,1720,33,22068,64,3,1,71108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6130,21455,0,0,0,3,39,NA,NA,NA,NA,1
"23501",1,0,1,17,9,11,1919,2880,50,107275,662,6,1,125665,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"23522",1,0,1,12,1,10,1928,2838,42,109727,2606,5,1,109727,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,1,1,0
"23524",1,0,1,17,11,12,1932,2107,38,110340,3256,2,1,111566,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"23567",1,0,1,8,1,5,1913,2556,57,44749,113,0,1,99857.703125,0.400000005960464,3616.69995117188,3616.69995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"23580",1,0,1,12,NA,10,NA,1960,58,34364.78125,364,0,1,37736.28125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,4,0,1,1,0
"23599",1,0,1,12,NA,NA,NA,1120,58,30650,1195,0,1,51265.19140625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,1,0,1,1,0
"23649",0,1,0,12,NA,NA,NA,NA,50,NA,2371,1,NA,71721,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,0
"23657",1,0,1,17,4,11,1943,2584,26,50266,2661,0,1,74786,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"23659",0,0,1,NA,NA,NA,NA,NA,45,NA,2913,0,NA,62219.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,0
"23679",1,0,1,16,4,12,1925,1936,44,62219.5,1759,4,1,69728.75,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"23712",1,0,1,14,4,7,1941,2486,27,53331,3909,0,0,53331,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"23719",0,0,1,12,10,9,1930,105,38,1226,1091,2,1,71843.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,1
"23739",0,NA,NA,5,4,11,1917,0,53,0,1678,0,NA,101574.1015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"23748",0,0,1,15,12,12,1910,0,51,0,4120,0,NA,164284,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,1
"23776",0,1,0,4,11,0,1919,NA,50,NA,2429,0,NA,14123.51953125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,21,NA,NA,NA,NA,0
"23814",0,0,1,12,NA,11,NA,3640,31,29424,875,2,0,48181.80078125,0.699999988079071,0,0,0,0,0,9195,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"23858",0,0,1,12,2,11,1939,0,31,0,4453,2,1,87720.296875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,1
"23900",0,0,1,16,4,9,1910,0,59,0,2198,1,1,73560,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"23904",1,0,1,12,8,11,1936,2300,34,79690,1967,4,1,80272.3515625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,0,1,1,0
"23917",1,0,1,12,12,12,1937,2348,35,33365.58984375,1697,2,1,33653.69921875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"23933",1,0,1,10,NA,11,NA,2144,29,34328,3158,2,1,54557,0.699999988079071,0,4119.35986328125,0,0,672,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"23993",1,0,1,16,2,11,1938,2667,32,52105,963,2,1,52105,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,1,0
